timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Energy_consumption,Outside_temperature_average,Inside_temperature,CO2_concentration,avg_pressure_difference,Outside_humidity,Solar_irradiance
2021-09-01 10:00:00+00:00,70.4385751,57.99302224,29.06741266,2.099999905,24.98417432,1.736129371,0,17,12.8,,,,56,726
2021-09-01 11:00:00+00:00,70.65908529,57.94467254,29.02880306,2.099999905,24.93184745,1.913574934,0,18,13.4,,,,56,736.3
2021-09-01 12:00:00+00:00,70.19246704,58.02651215,29.09854637,2.099999905,24.67653821,4.752177224,0,10,13.4,,,,58,448.1
2021-09-01 13:00:00+00:00,69.06980469,58.03182847,27.07575779,2.099999905,23.99759917,2.217336793,0,18,12.7,,,,54,194.9
2021-09-01 14:00:00+00:00,68.38870809,57.9757438,27.17109763,2.099999905,23.52796597,3.577205599,0,9,12.9,,,,58,119.1
2021-09-01 15:00:00+00:00,68.04630485,58.06666703,28.2081349,2.099999905,24.27626262,5.09037738,0,7,13.4,,,,67,53.1
2021-09-01 16:00:00+00:00,67.71740813,57.95759792,29.40423146,2.099999905,24.52870213,4.587349108,0,7,12.7,,,,58,56.7
2021-09-01 17:00:00+00:00,68.64513992,57.94999845,32.01474129,2.099999905,25.71470916,5.886090409,0,9,11.7,,,,66,17.6
2021-09-01 18:00:00+00:00,69.86497261,57.9840738,33.38330114,2.099999905,26.65169471,5.80413526,0,9,12.6,,,,69,-2.3
2021-09-01 19:00:00+00:00,70.83921894,58.08406654,34.32404101,2.099999905,27.23903911,5.59767382,0,13,11.4,,,,72,-3
2021-09-01 20:00:00+00:00,71.23407133,58.01592991,34.98552013,2.099999905,27.5039087,6.133264188,0,14,10.5,,,,72,-2.6
2021-09-01 21:00:00+00:00,71.45980592,58.05906829,36.08016986,2.099999905,28.1405188,6.398515064,0,14,9.9,,,,76,-2.7
2021-09-01 22:00:00+00:00,71.5679438,58.06647428,35.84126095,2.099999905,27.80689342,6.375353162,0,14,9.6,,,,81,-2.6
2021-09-01 23:00:00+00:00,71.78480047,58.13406428,36.58530469,2.099999905,28.31683987,6.529717638,0,16,9,,,,78,-2.8
2021-09-02 00:00:00+00:00,71.89313862,58.10760216,37.20293494,2.099999905,28.5451368,6.819353122,0,14,8.3,,,,81,-2.7
2021-09-02 01:00:00+00:00,72.18553223,58.07573346,37.67497939,2.099999905,28.86002447,6.878435401,0,16,9,,,,82,-2.5
