timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Radiator_network_1_secondary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,control_on,control_off,Energy_consumption,Inside_temperature,CO2_concentration,Outside_temperature_average,Outside_humidity,Solar_irradiance,Radiator_network_1_temperature_setpoint
2021-09-05 15:00:00+00:00,79.95107394,57.95006129,27.96805672,5.077284703,0,25.11918811,8.388312538,0,23.10000038,3.200000048,0,0,28.02640796,7,,,11.7,57,126.1,28.02640796
2021-09-05 16:00:00+00:00,80.0648442,58.05584322,28.11472155,15.23906111,0,25.53712165,9.210965108,0,23.10000038,3.200000048,0,0,28.21281429,8,,,11.2,57,34.2,28.21281429
2021-09-05 17:00:00+00:00,79.91695434,58.02668471,28.46602961,16.01270973,0,25.85779183,7.899227195,0,23.10000038,3.200000048,0,0,28.5459277,8,,,10.4,67,5.8,28.5459277
2021-09-05 18:00:00+00:00,80.08958795,57.98341335,28.87348258,14.62716496,0,25.70454625,8.343154408,0,23.10000038,3.200000048,0,0,28.79920312,8,,,9.4,77,-1.5,28.79920312
2021-09-05 19:00:00+00:00,80.69037506,58.024838,28.825558,8.732271988,0,26.07610663,9.243654976,0,23.10000038,3.200000048,0,0,28.95602549,9,,,9.6,72,-1.8,28.95602549
2021-09-05 20:00:00+00:00,80.37102617,57.99208052,29.12403167,16.60527264,0,26.18010737,8.253745381,0,23.10000038,3.200000048,0,0,29.2223646,9,,,9.2,74,-1.5,29.2223646
2021-09-05 21:00:00+00:00,80.27305371,57.93236207,29.37337763,16.87021641,0,26.27034876,11.25169242,0,23.10000038,3.200000048,0,0,29.39942823,10,,,8.8,79,-1.5,29.39942823
2021-09-05 22:00:00+00:00,80.39959672,58.04622232,29.67557605,7.827861435,0,26.66893931,9.632395966,0,23.10000038,3.200000048,0,0,29.67379518,10,,,8,86,-1.2,29.67379518
2021-09-05 23:00:00+00:00,80.82417112,58.01168212,30.00432172,16.14320169,0,26.79847592,11.27008436,0,23.10000038,3.200000048,0,0,29.9538361,10,,,7,91,-1.5,29.9538361
2021-09-06 00:00:00+00:00,80.84044657,57.99281225,30.36721638,10.1283975,0,27.68169484,10.3835427,0,23.10000038,3.200000048,0,0,30.42234571,10,,,5.3,95,-2.5,30.42234571
2021-09-06 01:00:00+00:00,81.07545067,57.93404351,30.55933104,9.818546698,0,27.22821568,10.35584491,0,23.10000038,3.200000048,0,0,30.43366506,12,,,4.6,97,-2.4,30.43366506
2021-09-06 02:00:00+00:00,82.22837237,57.97485305,30.75492508,15.99446028,0,27.7086232,29.53472351,0,23.10000038,3.200000048,0,0,30.8386687,11,,,3.8,97,-2.3,30.8386687
2021-09-06 03:00:00+00:00,82.5743299,58.14803062,30.6927374,11.29164971,0,27.72420711,27.87098259,0,23.10000038,3.200000048,0,0,30.74399272,12,,,3.6,98,-1.9,30.74399272
2021-09-06 04:00:00+00:00,82.50900321,58.18979771,31.24159887,10.80930578,0,28.09502213,26.84958563,0,23.10000038,3.200000048,0,0,31.04434501,11,,,6,98,30.4,31.04434501
2021-09-06 05:00:00+00:00,82.50081226,58.21353441,30.62745855,3.967479033,0,27.67678829,25.24023691,0,23.10000038,3.200000048,0,0,30.55008528,26,,,7.4,97,33.1,30.55008528
2021-09-06 06:00:00+00:00,82.26750138,57.87071896,30.16794389,4.37157571,0,26.91785692,21.58271475,0,23.10000038,3.200000048,0,0,30.22921013,30,,,8,94,204.3,30.22921013
2021-09-06 07:00:00+00:00,82.03418375,57.53155973,30.03469299,10.10865034,0,27.21232881,19.74475395,0,23.10000038,3.200000048,0,0,30.01257659,29,,,8.9,86,420.7,30.01257659
2021-09-06 08:00:00+00:00,82.0078736,57.96600056,29.56759648,7.505733929,0,26.73744185,23.09301393,0,23.10000038,3.200000048,0,0,29.60809791,31,,,9.2,84,377.9,29.60809791
2021-09-06 09:00:00+00:00,81.650972,58.27815796,28.97902585,10.3385448,0,26.11500786,10.09818928,0,23.10000038,3.200000048,0,0,29.0078651,31,,,9.7,84,310.9,29.0078651
2021-09-06 10:00:00+00:00,81.40216967,57.86122612,28.41825862,10.19790886,0,25.64282238,9.318991341,0,23.10000038,3.200000048,0,0,28.44530324,26,,,10.5,78,491.2,28.44530324
2021-09-06 11:00:00+00:00,81.28493455,58.20755437,27.5630288,7.819225659,0,25.1473525,9.45102689,0,23.10000038,3.200000048,0,0,27.63092431,27,,,11.9,72,599.1,27.63092431
2021-09-06 12:00:00+00:00,80.79588392,58.82551889,26.5461509,7.722948336,0,24.0862023,10.25762829,0,23.10000038,3.200000048,0,0,26.38896695,25,,,13.2,57,544.4,26.38896695
2021-09-06 13:00:00+00:00,79.98384532,58.05552559,25.72996711,6.190598654,0,23.97172778,10.29087445,0,23.10000038,3.200000048,0,0,25.80310315,20,,,13.5,61,475.3,25.80310315
2021-09-06 14:00:00+00:00,79.76999647,57.99039555,25.4497308,10.75507254,0,23.54597969,8.542256082,0,23.10000038,3.200000048,0,0,25.56778718,24,,,13.8,55,375,25.56778718
2021-09-06 15:00:00+00:00,79.56669215,58.00059178,25.67090089,10.58731442,0,24.63630879,3.72276407,0,23.10000038,3.200000048,0,0,25.66269751,20,,,13.8,56,162.4,25.66269751
2021-09-06 16:00:00+00:00,79.56552125,58.00004241,26.65355627,11.43245612,0,24.81830692,0.015743103,0,23.10000038,3.200000048,0,0,26.63607617,9,,,12.5,76,84.7,26.63607617
2021-09-06 17:00:00+00:00,79.51829395,57.99280163,26.83329512,12.90343715,0,24.67847547,6.059693915,0,23.10000038,3.200000048,0,0,26.94203846,8,,,11.1,78,15.3,26.94203846
2021-09-06 18:00:00+00:00,79.71360175,58.00000071,27.86167394,9.189804201,0,25.09481201,5.620489529,0,23.10000038,3.200000048,0,0,27.73707576,7,,,9.9,83,-3.3,27.73707576
2021-09-06 19:00:00+00:00,80.48209595,58.05134125,28.67036075,8.526958477,0,25.62523932,8.618329976,0,23.10000038,3.200000048,0,0,28.70339782,6,,,7.5,92,-2.9,28.70339782
2021-09-06 20:00:00+00:00,80.51532377,57.8993481,28.98834184,11.8276468,0,26.08831865,9.64862126,0,23.10000038,3.200000048,0,0,29.1323291,6,,,5.8,95,-2.6,29.1323291
2021-09-06 21:00:00+00:00,80.32204704,58.09937615,29.22635109,7.983257314,0,26.23433975,9.893072605,0,23.10000038,3.200000048,0,0,29.24026857,8,,,5.5,96,-2.5,29.24026857
2021-09-06 22:00:00+00:00,80.64912181,57.90054387,29.55722906,16.94275327,0,26.71044986,7.829952202,0,23.10000038,3.200000048,0,0,29.64041417,9,,,6.1,95,-2.7,29.64041417
