timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Floor_network_1_temperature,Floor_network_1_primary_valve,control_on,control_off,Energy_consumption,Inside_temperature,CO2_concentration,avg_pressure_difference,Outside_temperature_average,Outside_humidity,Solar_irradiance,Radiator_network_1_temperature_setpoint
2021-11-29 04:00:00+00:00,96.59206584,58.14909894,52.57752043,41.24610028,53.11286496,82.53826845,24.96787065,0,0,52.89293378,16,21.68,,,-9.8,91,-1,52.89293378
2021-11-29 05:00:00+00:00,96.58972156,58.62841734,52.87552768,49.38930914,53.15578537,91.25410114,24.97419881,0,0,52.98786801,36,21.9,,,-9.1,90,-0.8,52.98786801
2021-11-29 06:00:00+00:00,95.78841662,57.24131787,53.39603287,46.84449883,53.575526,82.13496368,25.03362057,0,0,52.83260391,36,22.26,,,-9.1,90,-1.2,52.83260391
2021-11-29 07:00:00+00:00,95.13464395,58.40739186,52.06096724,47.26021426,52.03557006,82.1387324,25.04302726,0,0,52.31340793,40,22.47,,,-8.1,90,1,52.31340793
2021-11-29 08:00:00+00:00,93.97982507,58.0741709,51.78684463,60.85374687,52.31371404,84.22616954,24.99914763,0,0,51.87301875,39,22.42,,,-8.1,89,15.6,51.87301875
2021-11-29 09:00:00+00:00,93.35761026,59.03204833,51.87483931,51.03116202,51.49354399,83.13242796,24.94087781,0,0,51.79491295,41,22.53,,,-8,87,49.9,51.79491295
2021-11-29 10:00:00+00:00,93.37499058,60.40346662,51.72550774,39.79899656,52.21177568,85.34845164,24.97460664,0,0,51.93500035,39,22.76,,,-8.1,88,75,51.93500035
2021-11-29 11:00:00+00:00,93.31666779,57.82855709,52.56422991,46.14520463,51.82493032,80.83288475,24.97584488,0,0,52.04039235,38,22.83,,,-8.2,87,89,52.04039235
2021-11-29 12:00:00+00:00,93.5428413,59.72483733,52.09819915,48.89861196,52.10110068,86.59882356,24.94999852,0,0,52.33823533,40,22.56,,,-8.5,87,33.2,52.33823533
2021-11-29 13:00:00+00:00,93.50077952,57.57882632,52.40740968,58.06658224,53.38678516,89.09017554,25.0498828,0,0,52.78656492,35,22.58,,,-9.1,86,5.8,52.78656492
2021-11-29 14:00:00+00:00,94.06906228,58.14916506,52.94062401,50.94127551,53.3970562,86.91912539,25.08417171,0,0,52.90000153,38,21.87,,,-9.5,87,-0.6,52.90000153
2021-11-29 15:00:00+00:00,94.68288647,57.98901002,53.34029944,44.05032791,54.21598274,78.0847602,25.05716715,0,0,52.97411115,37,21.62,,,-9.6,86,-1.1,52.97411115
2021-11-29 16:00:00+00:00,93.50290163,57.96818873,53.09801554,38.27859326,53.63352361,24.9900159,24.99205495,0,0,53.10666534,37,22.48,,,-9.6,87,-1,53.10666534
2021-11-29 17:00:00+00:00,93.03134254,58,53.48457286,38.23137752,53.60857727,22.22147301,24.9499988,0,0,53.12499976,36,23.1,,,-9.8,89,-0.9,53.12499976
2021-11-29 18:00:00+00:00,92.81699429,57.93606534,53.00154404,42.4946637,53.46171488,22.50158474,24.94128077,0,0,52.97756211,17,23.4,,,-9.8,89,-0.8,52.97756211
2021-11-29 19:00:00+00:00,92.71787836,58.00515686,52.51749421,41.84677718,53.14294897,22.04504381,24.84999823,0,0,52.8850009,15,23.51,,,-9.6,89,-1,52.8850009
2021-11-29 20:00:00+00:00,92.88422112,57.87499991,52.65060362,37.65315088,53.33686628,23.56812502,24.9250003,0,0,52.8179496,16,23.69,,,-9.4,87,-0.7,52.8179496
2021-11-29 21:00:00+00:00,93.42722661,58.0246827,53.12207421,46.95563111,53.06965163,25.13698466,25.12614559,0,0,52.97114484,15,23.65,,,-9.4,87,-0.7,52.97114484
2021-11-29 22:00:00+00:00,93.76793157,57.89160638,53.30472734,32.59204069,53.99212853,22.06899654,24.88347697,0,0,53.27114193,15,23.66,,,-9.8,84,-0.8,53.27114193
2021-11-29 23:00:00+00:00,94.65329327,57.99330802,53.39325453,43.98573426,54.07372339,23.30210416,24.88371274,0,0,53.35962106,17,23.73,,,-10.1,83,-0.8,53.35962106
2021-11-30 00:00:00+00:00,94.99836548,58.04040613,53.32796426,47.60916123,54.17584155,23.21912227,24.94204474,0,0,53.38204686,16,23.75,,,-10.1,85,-0.7,53.38204686
2021-11-30 01:00:00+00:00,94.69329969,57.933396,53.72249354,39.92949944,54.28829873,23.82561781,24.90795526,0,0,53.6768879,17,23.77,,,-10.2,83,-1.2,53.6768879
2021-11-30 02:00:00+00:00,94.90802008,57.93327092,53.98784734,48.53386745,55.02646574,25.55458285,24.89999962,0,0,54.07817273,16,23.83,,,-10.7,84,-1.1,54.07817273
2021-11-30 03:00:00+00:00,96.42618619,58.03239483,54.26635007,60.99690469,52.49603382,94.33395948,25.00075173,0,0,54.19424814,17,22.54,,,-11,85,-1.2,54.19424814
2021-11-30 04:00:00+00:00,97.2585825,58.05013131,54.12505441,55.35487848,54.90452737,91.77623061,25.04166631,0,0,54.08462433,17,21.83,,,-10.6,85,-1,54.08462433
2021-11-30 05:00:00+00:00,97.32375419,57.94204529,54.11554429,50.97146031,54.70870073,92.2832934,25.03258601,0,0,54.08370611,38,21.61,,,-10.2,87,-1.8,54.08370611
2021-11-30 06:00:00+00:00,97.27475952,60.51355632,54.21612063,50.58063777,55.44153023,86.72816473,24.96697539,0,0,54.03425413,39,21.6,,,-10.4,88,-1.7,54.03425413
2021-11-30 07:00:00+00:00,96.79091348,61.54278123,53.17400265,45.21398587,54.36503688,85.78544045,25.04407288,0,0,53.84425811,40,22.6,,,-10.1,86,0.5,53.84425811
2021-11-30 08:00:00+00:00,96.30705063,60.27363472,53.5360465,51.40395292,54.23834321,82.69538044,24.9913584,0,0,53.6096284,43,22.58,,,-9.9,86,27.9,53.6096284
2021-11-30 09:00:00+00:00,95.97346536,61.08484785,53.55189397,37.53294049,54.18344638,81.18707975,24.98099368,0,0,53.30112376,42,22.79,,,-9.7,85,63.6,53.30112376
2021-11-30 10:00:00+00:00,95.41316752,62.6551194,52.57481489,37.33828121,52.78567693,81.9282118,25.00270101,0,0,52.88463343,39,23.51,,,-9.6,87,65.3,52.88463343
2021-11-30 11:00:00+00:00,95.15333304,58.85147538,53.13510726,35.97074069,53.54151856,75.61721675,24.97056899,0,0,52.78223708,41,23.21,,,-11,86,50.5,52.78223708
2021-11-30 12:00:00+00:00,94.84027845,59.98965281,52.56318549,40.73495137,52.78665354,76.8472761,24.81630202,0,0,52.68203125,40,22.78,,,-10.7,86,50.7,52.68203125
2021-11-30 13:00:00+00:00,94.59957084,58.80171827,52.94156613,32.26880318,54.02516357,83.68818009,25.04282226,0,0,53.19826317,37,19.9425,1064.236667,-1.386666667,-10.7,85,10.5,53.19826317
2021-11-30 14:00:00+00:00,94.29499968,57.82397228,53.95945931,47.58744572,48.16641825,76.09758489,27.58826829,0,55.14935468,54.22955137,40,20.8525,953.58,-1.776666667,-11.5,86,-1.1,55.14935468
2021-11-30 15:00:00+00:00,94.48218457,57.99937074,55.96099061,33.87398558,54.07390134,83.51220244,35.16049719,0,55.76501519,55.21281728,37,20.6225,857.8866667,-0.973333333,-11.7,86,-1.3,55.76501519
2021-11-30 16:00:00+00:00,93.90689196,57.95938857,56.43071547,38.54043524,55.23378596,25.38597696,35.39990931,0,56.19783722,55.40902267,37,20.6175,836.3933333,-0.53,-11.9,86,-1.4,56.19783722
2021-11-30 17:00:00+00:00,93.64934813,57.93263406,56.09687999,27.90082244,55.41605881,23.20329283,35.45820092,0,55.97004364,55.282986,42,20.6125,953.6133333,-1,-12.1,86,-1.4,55.97004364
2021-11-30 18:00:00+00:00,93.99231264,57.92392825,55.78353816,41.12483621,54.74114059,22.92275736,35.44309636,0,55.72498915,54.92848892,22,20.6425,1014.663333,-0.693333333,-11.4,86,-1.2,55.72498915
2021-11-30 19:00:00+00:00,93.53995053,57.9418868,54.9122555,33.16337257,54.06159441,21.34153443,35.28910561,0,55.14708706,54.59023886,19,20.74,1042.243333,-0.943333333,-10,86,-1.1,55.14708706
2021-11-30 20:00:00+00:00,93.16482743,57.93354024,55.07520326,34.18039784,53.81583516,20.55351751,35.13439612,0,54.90883404,54.31726226,19,20.7525,1037.98,-0.696666667,-9.3,85,-0.8,54.90883404
2021-11-30 21:00:00+00:00,93.33545129,57.85833327,54.61157294,35.94817624,53.63905873,20.43456531,35.05727217,0,54.71054338,54.29993749,17,20.7,1013.066667,-0.96,-8.9,85,-1.1,54.71054338
2021-11-30 22:00:00+00:00,93.62507015,57.9249318,54.54003449,33.20373576,53.6425904,22.64812458,35.01666601,0,54.46559692,53.85322932,18,20.7175,990.6666667,-0.955,-8.3,85,-1.1,54.46559692
2021-11-30 23:00:00+00:00,93.61826636,57.88298552,53.90162181,34.44665125,52.97893643,20.59262194,35.00159691,0,53.96528273,53.47781237,18,20.6875,1003.04,-1,-7.3,83,-1.1,53.96528273
2021-12-01 00:00:00+00:00,93.49166642,57.88297991,53.4162539,34.38492222,52.44678953,21.99332625,34.85916516,0,53.50572575,53.06254455,17,20.715,1028.063333,-0.915,-6.1,78,-1.2,53.50572575
2021-12-01 01:00:00+00:00,93.51041584,57.82535511,53.37878449,33.35907368,52.23496745,20.42023199,35.0088914,0,53.27842698,52.71651818,16,20.6975,1007.486667,-0.71,-5.3,76,-1.2,53.27842698
2021-12-01 02:00:00+00:00,93.99838392,57.87568634,53.36133987,36.07983619,52.68489751,20.788301,34.9399291,0,53.26498682,52.71633313,17,20.7825,1008.95,-0.46,-5.5,86,-1.2,53.26498682
2021-12-01 03:00:00+00:00,95.46413992,57.86005803,52.71625596,37.99761509,50.97189751,74.63555402,34.76639713,0,53.12920647,52.60624951,16,20.655,874.39,-1.023333333,-5.1,82,-1.5,53.12920647
2021-12-01 04:00:00+00:00,95.53182997,57.93473681,53.55795786,46.61006094,52.49614461,76.66225177,34.89266141,0,53.27815291,52.55373171,17,20.5825,816.94,-1.056666667,-5.2,83,-1.2,53.27815291
2021-12-01 05:00:00+00:00,95.20605401,58.58862793,53.45561643,40.0550054,52.38114124,80.9821142,35.28220413,0,53.49792416,52.59026873,31,20.5725,824.9066667,-1.273333333,-5.2,75,-1.7,53.49792416
2021-12-01 06:00:00+00:00,94.14646948,58.0708075,53.64598191,40.82505739,52.62584859,78.80022992,35.17493319,0,53.53464413,52.81558526,35,20.72,908.0666667,-1.363333333,-5.9,78,-1.3,53.53464413
2021-12-01 07:00:00+00:00,92.85353506,59.05167469,52.97159566,31.49930417,52.26004963,80.83428791,34.91763903,0,53.2497954,52.82004473,40,20.9875,1133.64,-1.276666667,-6,82,0.5,53.2497954
2021-12-01 08:00:00+00:00,91.8091015,58.16646693,53.06370822,51.10076923,51.88030925,81.41027074,34.50425703,0,52.87594936,52.80955033,41,20.7775,929.83,-1.443333333,-5.7,79,16.1,52.87594936
2021-12-01 09:00:00+00:00,90.90636446,57.89693785,53.84348998,46.92654331,52.53652272,82.38249346,34.82434671,0,53.66928863,53.20067267,36,20.89,1119.06,-1.393333333,-6.7,83,77.6,53.66928863
2021-12-01 10:00:00+00:00,91.01011846,57.38891049,52.94341281,36.92512819,52.90192218,82.53618614,34.61601642,0,53.70890817,53.58678862,36,20.9925,1482.96,-1.276666667,-7.3,84,106.8,53.70890817
2021-12-01 11:00:00+00:00,91.59216439,59.06888103,54.12028619,37.58522234,52.63831931,77.02869096,34.37419661,0,53.48210959,53.53660843,38,21.1175,1520.43,-1.333333333,-7.2,82,99.2,53.48210959
2021-12-01 12:00:00+00:00,92.10265839,59.46607932,53.47850753,33.51230372,52.22070987,80.43261087,34.37588671,0,53.29688658,53.38659543,37,21.04,1498.026667,-1.443333333,-7.3,84,64.7,53.29688658
2021-12-01 13:00:00+00:00,92.36849012,59.19193643,53.31102897,40.18037255,53.05700111,77.5535371,34.32697548,0,53.64013381,53.71014466,39,21.1125,1430.046667,-1.36,-7.4,84,9.5,53.64013381
2021-12-01 14:00:00+00:00,92.39976428,58.06000329,54.54148544,32.12717811,53.10399544,79.84189851,34.69285995,0,54.41073005,54.13853656,40,20.515,780.7866667,-1.586666667,-8.4,88,-1.9,54.41073005
2021-12-01 15:00:00+00:00,92.07412625,57.92333064,55.63127579,41.77562981,54.96873398,72.46477584,35.56912616,0,55.52322117,54.3835197,36,20.4625,728.3633333,-1.333333333,-10.5,89,-2,55.52322117
2021-12-01 16:00:00+00:00,91.64715616,58.1077774,54.97897145,32.55575648,54.64551813,23.62682088,35.44818473,0,55.41640473,54.45183283,36,21.0975,1074.886667,-1.14,-12.5,90,-2.1,55.41640473
2021-12-01 17:00:00+00:00,91.40841597,58.06753784,53.59208219,36.20403425,53.94428416,20.79565491,35.04135134,0,55.05907943,53.42292738,37,21.2375,1188.063333,-0.75,-13.3,90,-1.6,55.05907943
2021-12-01 18:00:00+00:00,91.83049326,58.02365133,53.6928726,34.67140517,54.75642939,21.84662115,35.08396036,0,55.31740998,53.78094229,17,21.1625,1227.21,-1,-13.6,90,-0.9,55.31740998
2021-12-01 19:00:00+00:00,93.34416548,57.96770272,53.10370833,31.43041327,54.34485424,20.53517808,35.06517347,0,55.04761923,53.37187494,17,21.1525,1263.9,-1,-14.1,89,-1.4,55.04761923
2021-12-01 20:00:00+00:00,93.64681468,57.97468939,52.53043789,32.79143268,52.54614969,19.91602497,34.85086624,0,54.49860148,52.62344506,16,21.185,1255.1,-1,-11.5,90,-0.3,54.49860148
2021-12-01 21:00:00+00:00,94.92180456,57.97491962,52.19900391,28.92260268,52.10867467,20.69982447,34.90802338,0,54.13275486,52.13042534,16,21.215,1233.633333,-1,-9.7,90,-1.4,54.13275486
2021-12-01 22:00:00+00:00,94.45128124,57.8414404,51.82593882,33.86307403,51.59369856,22.80610108,34.8474094,0,53.91668887,51.82907403,15,21.1375,1177.056667,-1,-9,90,-0.7,53.91668887
2021-12-01 23:00:00+00:00,94.41666867,57.95000292,51.59104924,34.2693997,51.35734919,21.43950961,34.97622955,0,53.71609482,51.57074538,16,21.1775,1132.316667,-1,-8.1,89,-1.1,53.71609482
2021-12-02 00:00:00+00:00,94.30000092,57.88538837,51.21021703,33.95006748,50.83087283,22.14280255,34.95711529,0,53.52434824,51.3210567,16,21.1225,1095.16,-1,-7.9,90,-1.6,53.52434824
2021-12-02 01:00:00+00:00,94.1404578,57.98341856,51.00671651,37.16963246,50.48706394,22.33517706,34.76765968,0,53.30792111,51.04575742,15,21.1875,1069.996667,-1,-7.2,90,-1.4,53.30792111
2021-12-02 02:00:00+00:00,93.74281912,58.0241902,51.03655151,32.64303933,50.57711684,22.04915755,34.86628282,0,53.23333347,50.99863491,16,21.1575,1058.953333,-1,-7.2,90,-1.4,53.23333347
2021-12-02 03:00:00+00:00,95.26208851,58.1582891,51.14265161,37.09795967,49.21743392,76.98786226,34.76628442,0,53.20803678,50.93470239,15,20.745,826.47,-1.22,-6.6,89,-1.2,53.20803678
2021-12-02 04:00:00+00:00,95.54213456,57.96647358,50.26733529,43.25150633,50.1330868,85.92824992,34.85901286,0,53.11651853,50.83470426,16,20.5425,740.69,-1.333333333,-6.6,88,-1.2,53.11651853
2021-12-02 05:00:00+00:00,95.54146455,60.668522,50.86807249,40.92169852,49.68616976,86.59143397,34.79084591,0,53.04970703,50.66274676,33,20.5725,730.8866667,-1.526666667,-6.1,85,-1.3,53.04970703
2021-12-02 06:00:00+00:00,94.79390632,58.98100102,50.34339129,43.53887581,49.69227535,87.00959468,34.8205763,0,52.94118726,50.53470815,34,20.705,992.6066667,-1.64,-6,85,-1.1,52.94118726
2021-12-02 07:00:00+00:00,93.26805296,57.92835961,50.77458297,37.48175267,50.37579584,79.34418971,34.82699496,0,52.84156485,50.48471053,36,21.0075,1020.273333,-1.39,-6.1,86,0.7,52.84156485
2021-12-02 08:00:00+00:00,92.05536102,59.53428914,50.660509,38.17237289,49.39778152,76.10614893,34.79904947,0,52.80047374,50.45557601,37,20.7775,892.9533333,-1.416666667,-6.2,86,23,52.80047374
2021-12-02 09:00:00+00:00,91.4813291,60.11333832,50.56472072,34.19911704,49.75224972,69.88630903,34.71743573,0,52.83243072,50.45552064,36,20.925,1039.693333,-1.693333333,-6.3,87,28,52.83243072
2021-12-02 10:00:00+00:00,91.20037837,56.5160791,49.84409351,34.92038208,48.88350852,73.81801422,34.80851221,0,52.5398356,50.06942872,35,21.0775,1186.923333,-1.89,-6.2,86,52.9,52.5398356
2021-12-02 11:00:00+00:00,90.84044033,57.85488243,49.86150655,27.05829829,49.12242898,69.44381282,34.75701768,0,51.20973159,49.96666683,35,21.13,1259.916667,-1.416666667,-5.9,85,34.5,51.20973159
2021-12-02 12:00:00+00:00,91.25179102,58.27556262,50.00984486,26.19185111,49.32992124,77.58996699,34.77557063,0,52.58389496,50.13917537,36,21.125,1392.456667,-1.473333333,-5.8,86,23.4,52.58389496
2021-12-02 13:00:00+00:00,91.30194318,58.32599475,50.38241383,28.62197112,49.30164038,75.68053027,34.75870423,0,52.73347307,50.33861255,37,21.0725,1431.7,-1.39,-5.9,86,5.5,52.73347307
2021-12-02 14:00:00+00:00,91.24222256,57.99907601,50.94177857,45.61148056,50.12500415,86.7210648,34.73888945,0,52.93430609,50.65777985,38,20.76,984.3433333,-1.333333333,-6,85,-0.4,52.93430609
2021-12-02 15:00:00+00:00,90.95945616,58.04129399,50.6981879,34.22709894,50.72743038,74.11810621,34.94583774,0,53.12500047,50.82500016,31,20.6375,924.45,-1.333333333,-6.2,87,-1.3,53.12500047
2021-12-02 16:00:00+00:00,89.97334963,58.05324546,50.96664491,35.69834337,49.99517111,20.91016484,34.79824107,0,53.09999847,50.79999924,35,20.5075,925.5166667,-0.726666667,-6.2,89,-0.9,53.09999847
2021-12-02 17:00:00+00:00,89.6917598,57.93953929,50.28480653,37.05974878,50.22167833,21.28238738,34.69176107,0,53.08319632,50.75833236,32,20.41,943.1366667,-1,-6.2,87,-1,53.08319632
2021-12-02 18:00:00+00:00,89.90941644,58.05195151,51.21104597,41.06728757,49.91548254,21.70620937,34.79230383,0,53.06680095,50.80833265,16,20.5125,894.2966667,-1,-6.2,83,-0.9,53.06680095
2021-12-02 19:00:00+00:00,90.23531245,57.97444865,50.79473564,36.68525697,50.6329633,20.11141314,34.79936567,0,53.16707162,50.89053999,13,20.565,864.7133333,-1,-6.5,83,-1.2,53.16707162
2021-12-02 20:00:00+00:00,91.08092017,57.94645908,50.97829283,35.33134629,50.78327788,19.79876408,34.85833512,0,53.32558427,51.10553691,15,20.5325,830.1833333,-1,-6.8,83,-1.6,53.32558427
2021-12-02 21:00:00+00:00,91.65966631,57.87408019,51.68568882,32.49519959,51.52328368,20.68572747,34.88413499,0,53.55900031,51.43606937,15,20.585,839.53,-1,-7.1,84,-1.7,53.55900031
2021-12-02 22:00:00+00:00,92.25958864,58.10693259,51.51301904,38.51864487,51.52179437,23.02688392,34.88280109,0,53.87624474,51.84966497,16,20.4925,815.2533333,-1,-7.7,83,-1.9,53.87624474
2021-12-02 23:00:00+00:00,92.71736174,58.15000031,52.69785843,34.41966416,52.33052375,21.43849087,34.76640199,0,54.19183488,52.26246169,15,20.5475,815.0633333,-1,-8.6,83,-1.5,54.19183488
2021-12-03 00:00:00+00:00,93.58358051,58.07251721,52.53354871,42.17951261,53.30264861,23.38908659,34.78281463,0,54.55925465,52.76377012,15,20.46,776.4766667,-1,-9.3,86,-1.6,54.55925465
2021-12-03 01:00:00+00:00,94.55010308,57.99208539,53.30370058,35.19263261,53.93471143,22.07154506,35.02438045,0,55.00065113,53.33745027,16,20.5125,776.6666667,-1,-9.8,87,-1.4,55.00065113
2021-12-03 02:00:00+00:00,94.53559627,58.01602553,53.42594908,44.26426507,54.81247023,26.86231493,34.99974335,0,55.35103222,53.82488517,16,20.435,734.58,-0.746666667,-10.4,87,-1.1,55.35103222
2021-12-03 03:00:00+00:00,96.16147178,57.88374588,54.49333313,45.4304391,49.87512987,94.78283786,35.10016012,0,55.63397199,54.19576749,16,20.46,695.91,-1.25,-11.3,86,-1.3,55.63397199
2021-12-03 04:00:00+00:00,96.60066245,57.72234706,54.14553745,63.91870288,45.74244155,100,34.94207607,0,55.858715,54.49717624,17,20.2725,712.4933333,-1.36,-11.8,85,-1.6,55.858715
2021-12-03 05:00:00+00:00,96.70782741,59.78647278,54.81485343,50.4081536,45.56898652,100,35.02555296,0,55.89969711,54.53474642,37,20.2675,807.4866667,-1.5,-12.1,87,-1,55.89969711
2021-12-03 06:00:00+00:00,96.60847955,58.51872049,54.83375683,61.09628636,44.94841189,100,35.14185112,0,55.91704183,54.57358594,40,20.33,986.3633333,-1.833333333,-12.2,88,-1.5,55.91704183
2021-12-03 07:00:00+00:00,96.29017724,58.01226016,54.13830872,44.79810985,46.38563056,100,35.14910842,0,55.94945366,54.54283672,46,20.7575,1155.713333,-1.723333333,-12.5,88,0,55.94945366
2021-12-03 08:00:00+00:00,95.90749025,57.42962736,54.38855863,62.68052463,44.49803619,100,35.10024645,0,55.74087591,54.25425927,48,20.6975,1009.536667,-1.863333333,-12.4,89,20.5,55.74087591
2021-12-03 09:00:00+00:00,95.76662942,59.30011697,53.76799992,46.68118908,46.62489698,100,35.03218206,0,55.09791553,53.39204919,42,20.73,1065.326667,-1.586666667,-11.9,90,55.5,55.09791553
2021-12-03 10:00:00+00:00,97.36584846,60.13920338,52.29908069,34.05755064,52.24623436,91.0915361,34.86798659,0,54.55795015,52.70426611,40,21.025,1357.713333,-1.416666667,-10.6,92,79,54.55795015
2021-12-03 11:00:00+00:00,95.35737108,59.09471299,52.47374209,39.38436608,51.77133333,97.23321867,35.03302106,0,54.36630475,52.45284862,41,21.01,1504.126667,-1.333333333,-9.6,91,47.5,54.36630475
2021-12-03 12:00:00+00:00,94.77415087,57.86981573,52.85491534,36.43952264,52.4375269,88.05831865,34.97412462,0,54.34178478,52.48190653,42,21.0225,1535.476667,-1.556666667,-9,89,20.3,54.34178478
2021-12-03 13:00:00+00:00,94.63238991,57.97649712,52.09256887,47.25138287,52.49483866,89.74095664,34.86738827,0,54.34982698,52.46976318,40,20.9975,1401.026667,-1.556666667,-9,89,7.5,54.34982698
2021-12-03 14:00:00+00:00,94.2154031,58.03421009,52.50547054,52.40539127,52.3034236,90.03837542,34.92754247,0,54.21624978,52.29452902,40,20.785,1065.003333,-1.75,-8.7,88,-0.9,54.21624978
2021-12-03 15:00:00+00:00,93.65600317,57.95010453,51.60214301,43.41206829,52.4251453,78.28354211,34.91728128,0,53.88251459,51.8169267,37,20.65,944.3866667,-1.473333333,-8.3,89,-0.9,53.88251459
2021-12-03 16:00:00+00:00,92.21387523,57.96632436,51.82505515,38.52983607,51.54771169,23.57322487,34.82598693,0,53.69126663,51.55287056,38,21.045,1084.12,-0.726666667,-7.4,89,-1.1,53.69126663
2021-12-03 17:00:00+00:00,91.58529611,58.02822457,51.30450717,40.93673008,51.15563432,22.67633747,34.91164165,0,53.53287524,51.31954171,35,21.2,1186.983333,-1,-7.1,89,-0.8,53.53287524
2021-12-03 18:00:00+00:00,91.2003426,57.95146127,50.9357684,37.9659519,50.41385438,21.16768806,34.85901501,0,53.27432037,50.98075722,17,21.305,1205.84,-1,-6.9,90,-1,53.27432037
2021-12-03 19:00:00+00:00,90.82455315,58.01376532,50.28377606,36.48733864,49.50339804,21.5044909,34.7658789,0,53.01638588,50.63621498,16,21.315,1214.206667,-1,-6.5,91,-1.2,53.01638588
2021-12-03 20:00:00+00:00,90.75555874,57.90299823,50.78079911,35.92282555,49.9758359,20.89568092,34.85189512,0,52.94155683,50.57644313,15,21.4475,1229.243333,-1,-5.9,89,-1.2,52.94155683
2021-12-03 21:00:00+00:00,90.30055314,57.98377302,50.08956581,39.76828233,49.41452261,22.52500275,34.63210429,0,52.89155814,50.49311402,15,21.31,1222.266667,-1,-5.7,88,-1.1,52.89155814
2021-12-03 22:00:00+00:00,90.24036357,58.09999847,50.938503,35.63316295,50.13858837,21.27146806,34.7664497,0,52.84999847,50.44855233,16,21.4325,1217.373333,-1,-5.5,87,-1.1,52.84999847
2021-12-03 23:00:00+00:00,90.39004201,58.00811666,50.34183417,50.29491114,49.75097336,21.22305963,34.71500003,0,52.85843943,50.50688098,15,21.2975,1203.933333,-1,-5.7,88,-1,52.85843943
2021-12-04 00:00:00+00:00,90.66699251,58.14176554,50.6038939,32.35214551,49.93316405,22.77047831,34.76666746,0,52.95021361,50.63187893,16,21.405,1199.52,-1,-5.9,88,-1.1,52.95021361
2021-12-04 01:00:00+00:00,91.1333155,58.02490314,51.00270256,51.16963872,49.92206018,21.93798398,34.81687701,0,53.06687705,50.77354504,16,21.3725,1202.98,-1,-6.1,87,-0.9,53.06687705
2021-12-04 02:00:00+00:00,90.90002418,57.99145731,50.43189938,35.53240708,50.16172062,21.33174205,34.82511722,0,53.07489412,50.74312335,15,21.41,1186.896667,-1,-6.3,88,-1.4,53.07489412
2021-12-04 03:00:00+00:00,91.14238176,57.90000153,51.1834723,43.48861561,50.47708039,21.37046586,34.79154851,0,53.05859833,50.74020808,16,21.4225,1188.23,-1,-6.1,88,-1.4,53.05859833
2021-12-04 04:00:00+00:00,91.54135005,58.02207871,50.57667539,45.88086864,50.52906859,22.07906944,34.75812631,0,53.25093948,51.02436305,15,21.36,1164.616667,-1,-6.3,87,-1.3,53.25093948
2021-12-04 05:00:00+00:00,91.9497992,58.0758812,52.24468764,44.69357745,51.69995892,22.23833028,34.90854132,0,53.75929274,51.69809699,16,21.435,1159.14,-1,-7.2,85,-1,53.75929274
2021-12-04 06:00:00+00:00,91.93486217,58.08168824,51.73737767,45.86574625,52.3984197,24.40260393,34.9504062,0,54.23492203,52.34515123,15,21.31,1130.516667,-0.86,-8.3,80,-0.9,54.23492203
2021-12-04 07:00:00+00:00,92.24847967,58.07580104,53.27073085,40.47393449,53.71048062,23.26484144,34.98313538,0,54.75819329,52.9985348,17,21.415,1111.3,-1,-9.6,77,-0.1,54.75819329
2021-12-04 08:00:00+00:00,91.95853566,57.93217738,53.3372612,49.90691166,53.6680711,24.09925585,35.07500373,0,54.86680469,53.15706505,15,21.3675,1108.173333,-0.806666667,-10,80,5.1,54.86680469
2021-12-04 09:00:00+00:00,93.27007077,58.00992486,53.97679913,52.91155449,54.21164748,65.89451607,35.05039156,0,55.26020772,53.71715142,17,21.01,785.1833333,-1.746666667,-10.5,82,34.1,55.26020772
2021-12-04 10:00:00+00:00,93.56659415,57.9409125,54.25225652,46.14836651,55.96993978,68.37557309,35.12531548,0,55.91718369,54.6009699,17,20.83,706.9466667,-1.363333333,-11.8,78,43.8,55.91718369
2021-12-04 11:00:00+00:00,92.46409224,57.94154563,54.94853408,40.02656577,56.79511797,26.88241003,35.08282544,0,56.12519169,54.89852798,29,20.95,820.0266667,-1.03,-12.5,75,129.1,56.12519169
2021-12-04 12:00:00+00:00,93.3484843,58.00685826,54.9971752,51.30121015,57.03971216,22.175419,34.99833243,0,56.29213918,55.08723751,30,21.1375,995.28,-1,-12.6,74,26.6,56.29213918
2021-12-04 13:00:00+00:00,94.1083317,58,55.70390661,38.43740087,57.11877772,23.85219778,34.98333294,0,56.57556166,55.46927338,20,21.23,1044.743333,-1,-13.1,76,8.5,56.57556166
2021-12-04 14:00:00+00:00,94.3505614,58.00031124,55.99260085,50.33100487,57.57387924,25.52507361,35.10024536,0,56.8002773,55.77203855,18,21.2425,1058.156667,-1,-13.6,80,-0.9,56.8002773
2021-12-04 15:00:00+00:00,94.23320333,58.09135592,55.43595881,49.50052456,57.73905498,25.40890458,35.19963322,0,56.93345449,55.95685165,17,21.155,1039.1,-1,-13.8,80,-1.9,56.93345449
